Titulo,Ano,Duracao,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Chashme Baddoor,2013,121.0,Netflix,,5.4/10,44/100,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
Soy Rada: Serendipia,2021,68.0,Outra,,5.8/10,44/100,
Shanghai Fortress,2019,107.0,Netflix,,4.3/10,44/100,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.
Andaleeb El Dokki,2008,,Netflix,,4.9/10,44/100,"Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune."
Vettai,2012,150.0,Netflix,,6.0/10,44/100,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru."
The Claudia Kishi Club,2020,17.0,Netflix,,6.9/10,44/100,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short."
Welcome Mr. President!,2013,,Outra,,6.2/10,44/100,
Chris Rock Total Blackout: The Tamborine Extended Cut,2021,98.0,Netflix,,7.1/10,44/100,"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics."
Bibi & Tina: Bewildered and Bewitched,2014,137.0,Outra,,5.2/10,44/100,
Sugar High,2020,44.0,Netflix,all,7.3/10,44/100,"Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special."
Los Tigres del Norte at Folsom Prison,2019,64.0,Netflix,,7.0/10,44/100,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
A Family Reunion Christmas,2019,28.0,Netflix,,5.7/10,44/100,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.
Franco Escamilla: bienvenido al mundo,2019,54.0,Outra,18+,7.1/10,44/100,
Resort to Love,2021,101.0,Netflix,,3.8/10,44/100,"Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married."
Larry The Cable Guy: Remain Seated,2020,67.0,Outra,18+,6.7/10,44/100,
Rooting for Roona,2020,40.0,Netflix,,7.1/10,44/100,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey."
My Step Dad: The Hippie,2018,99.0,Netflix,,5.1/10,44/100,"When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
Gatao: The Last Stray,2021,121.0,Outra,,6.0/10,44/100,
Mugamoodi,2012,150.0,Netflix,,5.0/10,44/100,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
Clash,2021,97.0,Netflix,,7.2/10,44/100,"When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones."
You've Got This,2020,111.0,Netflix,,5.8/10,44/100,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.
I Love You - A Divorce Comedy,2016,98.0,Outra,,4.7/10,44/100,
Todo lo que sería Lucas Lauriente,2018,,Netflix,,7.0/10,44/100,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals."""
The Day I Lost My Shadow,2018,94.0,Outra,,6.0/10,44/100,
Rafinha Bastos: Ultimatum,2018,62.0,Netflix,18+,6.5/10,44/100,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again."
Kalushi,2017,107.0,Outra,,6.5/10,44/100,
Mutiny of the Worker Bees,2020,93.0,Netflix,18+,4.1/10,44/100,"When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses."
Krishna and His Leela,2020,125.0,Netflix,,5.4/10,44/100,"Torn between his past and present girlfriends, a confused bachelor’s indecisiveness spins a web of lies and cheating as he struggles to commit."
Evening Shadows,2018,102.0,Netflix,,7.1/10,44/100,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values."
Fantastica,2018,115.0,Netflix,all,4.2/10,44/100,The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.
Vir Das: Abroad Understanding,2017,65.0,Netflix,18+,6.9/10,44/100,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi."
Mere Pyare Prime Minister,2019,104.0,Netflix,,6.8/10,44/100,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister."
Deliha 2,2018,106.0,Netflix,all,4.5/10,44/100,"While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways."
Chupan Chupai,2018,118.0,Netflix,,5.8/10,44/100,"The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong."
Main Aurr Mrs Khanna,2009,109.0,Outra,,3.6/10,44/100,
SunGanges,2019,75.0,Netflix,,7.8/10,44/100,"A trio of filmmakers treks across India to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources."
Vir Das: Outside in - The Lockdown Special,2020,50.0,Outra,,6.9/10,44/100,
One Lagos Night,2021,104.0,Netflix,,6.9/10,44/100,"A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea."
Stretch Armstrong: The Breakout,2018,,Netflix,,6.8/10,44/100,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos."
Bibi & Tina: Girls vs. Boys,2016,110.0,Outra,,5.3/10,44/100,
Hazel Brugger: Tropical,2020,58.0,Netflix,,6.4/10,44/100,"In this stand-up special, comedian Hazel Brugger offers her breezy takes on unruly geese, chatty gynecologists, German bank loans and more."
Kiss and Cry,2017,95.0,Outra,13+,5.8/10,44/100,
The Rope Curse 2,2020,104.0,Netflix,,4.8/10,44/100,"After a purification ritual unravels, a conflicted Taoist priest attempts to help a lonely young psychic whose aunt is possessed by a powerful demon."
Amandla! A Revolution in Four-Part Harmony,2002,108.0,Outra,13+,7.4/10,44/100,
Elaan,1971,159.0,Netflix,,6.0/10,44/100,"Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers."
Coffee for All,2017,69.0,Netflix,,5.6/10,44/100,"In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives."
Hometown Holiday,2018,84.0,Netflix,7+,5.1/10,44/100,"An ambitious entertainment lawyer tries to sign a singing sensation in his sister's small town, but a local soon captures his attention — and heart."
The Massively Mixed-Up Middle School Mystery,2015,39.0,Netflix,all,7.2/10,44/100,"After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse."
Salaakhen,1975,165.0,Netflix,,5.7/10,44/100,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond."
Bypass Road,2019,137.0,Netflix,,5.4/10,44/100,"On the night his ex-lover mysteriously dies, a top fashion designer has a serious accident, raising questions on whether the incidents are linked."
Sisterakas,2012,110.0,Netflix,,5.4/10,44/100,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
Un + une,2015,115.0,Outra,,6.2/10,44/100,
Rogue Warfare,2019,103.0,Netflix,18+,2.8/10,44/100,An elite international squad of uniquely skilled special forces is assembled to combat a rising underground terrorist threat in the Middle East.
From Stress To Happiness,2020,60.0,Outra,,6.5/10,44/100,
Spookley the Square Pumpkin,2004,45.0,Netflix,all,4.9/10,44/100,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself."
Nila,2016,96.0,Netflix,,6.8/10,44/100,"When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter."
Story of Kale: When Someone's in Love,2020,77.0,Netflix,18+,6.5/10,44/100,"After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities."
Dark Waters,1956,126.0,Netflix,,6.8/10,44/100,"A fisherman returns home after a three-year absence only to find the woman he loves drifting away, the sailors feuding and his community unraveling."
Holly Star,2018,91.0,Netflix,7+,5.2/10,44/100,"Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost."
West Coast,2015,80.0,Netflix,,5.8/10,44/100,Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.
The Insomnia Club,2018,45.0,Outra,13+,6.3/10,44/100,
First Love,2018,108.0,Netflix,,5.9/10,44/100,A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.
Saudi Arabia Uncovered,2016,53.0,Netflix,,7.2/10,44/100,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change."
Willy and the Guardians of the Lake,2018,70.0,Outra,,6.5/10,44/100,
Prince,1969,138.0,Netflix,,7.1/10,44/100,"To better himself, a spoiled prince temporarily assumes a commoner’s identity. But he soon learns his palace has been gifted to his father’s new wife."
Girl's Revenge,2020,81.0,Netflix,,5.6/10,44/100,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light."
Arctic Heart,2016,81.0,Netflix,16+,5.2/10,44/100,"Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research."
Garfield Gets Real,2007,75.0,Netflix,all,4.4/10,44/100,"After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever."
El club de los buenos infieles,2018,90.0,Netflix,,5.6/10,43/100,Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.
Felipe Esparza: They're Not Gonna Laugh At You,2012,59.0,Outra,,6.7/10,43/100,
This Is the Life,2008,30.0,Netflix,,6.1/10,43/100,"Examine how the group of alternative hip-hop artists known as the Good Lifers started a movement and created a robust, progressive musical community."
Omar & Salma 2,2009,100.0,Netflix,,4.8/10,43/100,"Now parents, Omar and Salma hit some obstacles while raising their two children and staying in love after the honeymoon ends."
Oversize Cops,2017,100.0,Netflix,,6.0/10,43/100,"While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds."
French Toast,2015,87.0,Netflix,,5.7/10,43/100,"With only her mother's diary and a locket as clues, a South African woman travels to Paris in search of the long-lost sibling she never knew she had."
Mohamed Hussein,2019,38.0,Netflix,,4.7/10,43/100,A luxury hotel chauffeur's life is turned upside down when he unexpectedly becomes the focus of a renowned painter's final art project.
Little Miss Sumo,2018,19.0,Netflix,,6.6/10,43/100,"In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime."
