"Titulo","Ano","Escritor"
"Amazing Interiors",2018,"Paul Woolf"
"Mia and Me",2012,"Herbert Gehr"
"Mia and Me",2012,"Gerhard Hahn"
"Deaf U",2020,"Eric Evangelista"
"Brotherhood",2019,"Tom Gitahy"
"Brotherhood",2019,"Pedro Morelli"
"Lost Song",2018,"Junpei Morita"
"Fearless",2016,"Patrick Harbinson"
"True and the Rainbow Kingdom",2017,"Jeff Borkin"
"True and the Rainbow Kingdom",2017,"Samuel Borkson"
"Power Rangers Ninja Steel",2017,"Becca Barnes"
"Power Rangers Ninja Steel",2017,"Alwyn Dale"
"Silvana Sin Lana",2016,"Rodrigo Bastidas"
"Silvana Sin Lana",2016,"Luis Miguel Martínez"
"Silvana Sin Lana",2016,"Elena Muñoz"
"Buddy Thunderstruck",2017,"Thomas Krajewski"
"Inside the Criminal Mind",2018,"Robert Kirk"
"Late Night Restaurant",2015,"Yarô Abe"
"Holiday Secrets",2019,"Katharina Eyssen"
"Historical Roasts",2019,"Kevin Schini"
"Historical Roasts",2019,"Nicole Becannon"
"Twelve Forever",2019,"Kelsy Abbott"
"The School Nurse Files",2020,"Serang Chung"
"The School Nurse Files",2020,"Kyoung-mi Lee"
"Hibana: Spark",2016,"Naoki Matayoshi"
"Hibana: Spark",2016,"Tomonori Otsuka"
"Hibana: Spark",2016,"Motoki Nakamura"
"Touch Your Heart",2019,"Bo-Rim Choi"
"Touch Your Heart",2019,"Myeongsuk Lee"
"Rhyme Time Town",2020,"Dan Berlinka"
"Rhyme Time Town",2020,"Andrew Emerson"
"Samantha!",2018,"Felipe Braga"
"Samantha!",2018,"Rafael Lessa"
"Mighty Little Bheem",2019,"Bhargav Chatterjee"
"Horrid Henry",2006,"Francesca Simon"
"The Ollie & Moon Show",2017,"Caroline Simpson"
"The Ollie & Moon Show",2017,"Barro Sylvie"
"Dinotrux",2015,"Steven Altiere"
"Dinotrux",2015,"Ron Burch"
"Close Your Eyes Before It's Dark",2016,"Chun-Chieh Chan"
"Close Your Eyes Before It's Dark",2016,"Shih-Chieh Chen"
"Close Your Eyes Before It's Dark",2016,"Lyra Fu"
"Some Assembly Required",2014,"Cole Bastedo"
"Some Assembly Required",2014,"Nadiya Chettiar"
"Rainbow Rangers",2018,"Hilary Cherniss"
"Fartsa",2015,"Yuliya Idlis"
"Dollar",2019,"Hisham Hilal"
"Over Christmas",2020,"Christian Huber"
"The Last Word",2020,"Burkhardt Wunderlich"
"The Last Word",2020,"Carlos V. Irmscher"
"A Love So Beautiful (KR)",2020,"Choi Yoo-Jung"
"A Love So Beautiful (KR)",2020,"Jang Yoo-Yeon"
"Hjørdis",2015,"Christian Torpe"
"Hjørdis",2015,"Lars Kaalund"
"The Search",2020,"Myeung-ju Ko"
"The Search",2020,"Goo Mo"
"Kevin Hart: Don't F**k This Up",2019,"Kevin Hart"
"Dragon Pilot: Hisone and Masotan",2018,"Shinji Higuchi"
"Dragon Pilot: Hisone and Masotan",2018,"Christian La Monte"
"Dragon Pilot: Hisone and Masotan",2018,"Erica Mendez"
"Talking Tom and Friends",2014,"Boris Dolenc"
"Twice Upon a Time",2019,"Nathalie Leuthreau"
"Twice Upon a Time",2019,"Guillaume Nicloux"
"Coach Snoop",2016,"Rory Karpf"
"Hero Mask",2018,"Hiroyasu Aoki"
"Hero Mask",2018,"Christian La Monte"
"Hero Mask",2018,"Joel McDonald"
"The Ghost Bride",2020,"Anwari Ashraf"
"The Ghost Bride",2020,"Yangsze Choo"
"The Ghost Bride",2020,"Dan Hamamura"
"Chief of Staff",2019,"Lee Dae-il"
"Pup Academy",2019,"Piers Rae"
"Pup Academy",2019,"Heidi Foss"
"Three Days of Christmas",2019,"Marta Armengol"
"Three Days of Christmas",2019,"Clara Esparrach"
"Homemade",2020,"Juan de Dios Larraín"
"Homemade",2020,"Pablo Larraín"
"Homemade",2020,"Lorenzo Mieli"
"Ingress: The Animation",2018,"Raza Ahmad"
"Ingress: The Animation",2018,"Flint Dille"
"Ingress: The Animation",2018,"Kris Knigge"
"Exhibit A",2019,"Kelly Loudenberg"
"Home: Adventures with Tip & Oh",2016,"Johanna Stein"
"A Little Help with Carol Burnett",2018,"Carol Leifer"
"A Little Help with Carol Burnett",2018,"Jim Wise"
"A Little Help with Carol Burnett",2018,"Carol Burnett"
"Julie's Greenroom",2017,"Julie Andrews"
"Barbie Dreamhouse Adventures",2018,"Ann Austen"
"Barbie Dreamhouse Adventures",2018,"Grant Moran"
"A Boy Named Flora A",2017,"Chun-Chieh Chan"
"A Boy Named Flora A",2017,"Han-Jie Wu"
"A Boy Named Flora A",2017,"Fu-min Yang"
"The Idhun Chronicles",2020,"Andrés Carrión"
"The Idhun Chronicles",2020,"Laura Gallego"
"Larva Island",2018,"Jeffrey Hylton"
"44 Cats",2018,"Marco Greganti"
"44 Cats",2018,"Joelle Sellner"
"Refresh Man",2016,"Kuei-Ying Hsu"
"Refresh Man",2016,"Hsin Fu Chuang"
"72 Dangerous Places to Live",2016,"Ray Pedretti"
"72 Dangerous Places to Live",2016,"Trish Robinson"
"Drug Squad: Costa del Sol",2019,"Jorge Hernández"
"Drug Squad: Costa del Sol",2019,"Pablo Barrera"
"Turbo FAST",2013,"Madison Bateman"
"The Forest of Love: Deep Cut",2020,"Sion Sono"
"Abla Fahita: Drama Queen",2021,"Abla Fahita"
"Abla Fahita: Drama Queen",2021,"Donia Maher"
"Legend Quest",2017,"Ernie Altbacker"
"Nuevo rico, nuevo pobre",2007,"Víctor Cantillo"
"Nuevo rico, nuevo pobre",2007,"Jörg Hiller"
"Nuevo rico, nuevo pobre",2007,"Luisa Fernanda Riveros"
"Dinosaur King",2007,"Kathy Pilon"
"Dinosaur King",2007,"Adrienne Sterman"
"Dinosaur King",2007,"Alan Kingsberg"
"Juman",2019,"Aliyaa Al Kazmi"
"Basketball or Nothing",2019,"Matt Howley"
"Go! Go! Cory Carson",2020,"Citlalli Anderson"
"Go! Go! Cory Carson",2020,"Erik Benson"
"Mother Goose Club",2010,"Christina Aprea"
"Mother Goose Club",2010,"J.Z. Barrell"
"Mother Goose Club",2010,"Livia Beasley"
"Tiffany Haddish Presents: They Ready",2019,"Page Hurwitz"
"Tiffany Haddish Presents: They Ready",2019,"Tracey Ashley"
"Someone Like You",2015,"Jie-Ying Chen"
"Someone Like You",2015,"Pi-Chen Chen"
"Someone Like You",2015,"Han-Wen Cheng"
"Little Singham",2018,"Gaurav Malani"
"Little Singham",2018,"Vivashwan Chaudhary"
"Little Singham",2018,"Jovita D'Souza"
"Off Camera with Sam Jones",2014,"Sam Jones"
"Super Monsters",2017,"Kaaren Lee Brown"
"How to Ruin Christmas: The Wedding",2020,"Sunni Faba"
"How to Ruin Christmas: The Wedding",2020,"Lwazi Mvusi"
"How to Ruin Christmas: The Wedding",2020,"Salah Sabiti"
"ReBoot: The Guardian Code",2018,"Michael Hefferon"
"ReBoot: The Guardian Code",2018,"Sean Jara"
"Engineering Girls",2019,"Prakriti Kargeti"
"Engineering Girls",2019,"Jasdeep Singh"
"Engineering Girls",2019,"Manan Madaan"
"Hoff the Record",2015,"Fergus Craig"
"Hoff the Record",2015,"Brett Goldstein"
"Hoff the Record",2015,"Chris Hale"
"Larry Charles' Dangerous World of Comedy",2019,"Larry Charles"
"Triad Princess",2019,"Pei-Wen Chen"
"Triad Princess",2019,"Neal Wu"
"Apaches",2015,"Miguel Sáez Carral"
"Apaches",2015,"María López Castaño"
"Social Distance",2020,"Heather Jeng Bladt"
"Followers",2020,"Yuri Kanchiku"
"Followers",2020,"Mika Ninagawa"
"Followers",2020,"Kôta Oh'ura"
"One on One with Kirk Cameron",2019,"Caleb Price"
"One on One with Kirk Cameron",2019,"Joshua Stutzman"
"Ice Fantasy",2016,"Zhi-Ning Sheng"
"Ice Fantasy",2016,"Jingming Guo"
"Sunny Bunnies",2015,"Sergey Gashnikov"
"Sunny Bunnies",2015,"Andrew Ledenev"
"Sunny Bunnies",2015,"Andrew Tolkachev"
"Stretch Armstrong & the Flex Fighters",2017,"Kevin Burke"
"The Who Was? Show",2018,"Brian Clark"
"The Who Was? Show",2018,"Mark McAdam"
"The Who Was? Show",2018,"Delaney Yeager"
"Oscar's Oasis",2010,"Benjamin Townsend"
"Oscar's Oasis",2010,"Tae-Sik Shin"
"Simon",2016,"Stephanie Blake"
"Criminal: Germany",2019,"Jim Field Smith"
"Criminal: Germany",2019,"Sebastian Heeg"
"Criminal: Germany",2019,"Alejandro Hernández"
"The Octonauts",2010,"Vicki Wong"
"The Octonauts",2010,"Adam Idelson"
"Westside",2018,"Keith Harrison Dworkin"
"Alien TV",2020,"Jennifer Daley"
"Alien TV",2020,"Simon Dodd"
"Alien TV",2020,"Kyle Dooley"
"My Perfect Landing",2020,"Steve Cooke"
"My Perfect Landing",2020,"Cheryl Meyer"
"Love Daily",2018,"Andrew Eisen"
"Love Daily",2018,"Nathan Larkin-Connolly"
"VeggieTales in the City",2017,"Eric Branscum"
"VeggieTales in the City",2017,"Bill Breneisen"
"VeggieTales in the City",2017,"Ethan Nicolle"
"Love O2O",2016,"Shen Feixuan"
"Love O2O",2016,"Man Gu"
"Love O2O",2016,"Wen Ting"
"Anitta: Made in Honório",2020,"Samuel Stewart Hunter"
"Upin & Ipin",2007,"Hjh. Ainon Ariff"
"Upin & Ipin",2007,"Burhanuddin Radzi"
"Fate/Extra Last Encore",2018,"Erica Mendez"
"Fate/Extra Last Encore",2018,"Kinoko Nasu"
"Alphablocks",2010,"Max Allen"
"Alphablocks",2010,"Joe Elliot"
"Alphablocks",2010,"Neil Richards"
"We Speak Dance",2018,"Chris Keener"
"We Speak Dance",2018,"Meghan Keener"
"We Speak Dance",2018,"Iwonka Swenson"
"Racket Boys",2021,"Bo-Hoon Jung"
"Centaurworld",2021,"Megan Dong"
"Centaurworld",2021,"Jen Bardekoff"
"The Legend of White Snake",2019,"Yimo An"
"Last Hope",2018,"Amanda Céline Miller"
"Msameer",2011,"Faisal Alamer"
"Welcome to the Family",2018,"Pol Cortecans"
"Welcome to the Family",2018,"Natalia Durán"
"Motown Magic",2018,"Josh Wakely"
"Motown Magic",2018,"Charlotte Rose Hamlyn"
"Blazing Transfer Students",2017,"Yûko Kawabe"
"Almost Happy",2020,"Alejandro De Grazia"
"Almost Happy",2020,"Hernán Guerschuny"
"Almost Happy",2020,"Sebastián Wainraich"
"Gormiti",2018,"Freddy Cordoba"
"Gormiti",2018,"Romain van Liemt"
"That's What Happened",2019,"Mohamed Kassaby"
"Angelina Ballerina: The Next Steps",2009,"Laurie Israel"
"Angelina Ballerina: The Next Steps",2009,"Carin Greenberg"
"Angelina Ballerina: The Next Steps",2009,"Rachel Ruderman"
"Z4",2018,"Diego Alencar"
"Z4",2018,"Newton Cannito"
"Z4",2018,"Matheus Colen"
"The Casketeers",2018,"Annabelle Lee-Harris"
"The Casketeers",2018,"Susan Leonard"
"Age of Rebellion",2018,"Wei-Chieh Chang"
"Age of Rebellion",2018,"Ching-Han Chen"
"Age of Rebellion",2018,"Peter Ho"
"Spectros",2020,"Anderson Almeida"
"Spectros",2020,"Paula Knudsen"
"Black Hollywood: 'They've Gotta Have Us'",2018,"Simon Frederick"
"Cyborg 009: Call of Justice",2017,"Harumi Doki"
"Cyborg 009: Call of Justice",2017,"Ryô Higaki"
"Cyborg 009: Call of Justice",2017,"Shotaro Ishinomori"
"Somewhere Only We Know",2019,"Xi Chen"
"Somewhere Only We Know",2019,"Xiaoxiao Chen"
"Somewhere Only We Know",2019,"Mujun He"
"Cleo & Cuquin",2018,"Leyre Medrano"
"Cleo & Cuquin",2018,"Victor M. Lopez"
"Cleo & Cuquin",2018,"Paula López Cuervo"
"Inspector Gadget",2015,"Bruno Bianchi"
"Inspector Gadget",2015,"Jean Chalopin"
"Inspector Gadget",2015,"Andy Heyward"
"Fary: Hexagone",2020,"Kader Aoun"
"The Comedy Lineup",2018,"Aisling Bea"
"The Comedy Lineup",2018,"Michelle Buteau"
"The Comedy Lineup",2018,"J.R. De Guzman"
"Charlie's Colorforms City",2019,"Jill Cozza-Turner"
"Charlie's Colorforms City",2019,"Sara Farber"
"Charlie's Colorforms City",2019,"Leah Gotcsik"
"Cloudy with a Chance of Meatballs",2017,"Mark Robert Edwards"
"Cloudy with a Chance of Meatballs",2017,"Mark Evestaff"
"Team Kaylie",2019,"Pang-Ni Landrum"
"Team Kaylie",2019,"Aaron Vaccaro"
"Mighty Express",2020,"Scott Gray"
"Mighty Express",2020,"Peter Hunziker"
"Nowhere Man",2019,"Chun-Chieh Chan"
"Nowhere Man",2019,"Yin-jung Chen"
"Nowhere Man",2019,"Yu Li Chen"
"Office Girls",2011,"Shih-Ting Huang"
"Office Girls",2011,"Hung-Jen Fang"
"Office Girls",2011,"Hsuan-Ying Huang"
"Club de Cuervos Presents: The Ballad of Hugo Sánchez",2018,"Mark Alazraki"
"Club de Cuervos Presents: The Ballad of Hugo Sánchez",2018,"L.E. Correia"
"Mob Psycho 100",2018,"Kei Kunii"
"Mob Psycho 100",2018,"One"
"Mob Psycho 100",2018,"Reiko Yoshida"
"Lego Bionicle: The Journey to One",2016,"Mark Palmer"
"Becoming Champions",2018,"Sandro Halphen"
"Becoming Champions",2018,"Fernando Kalife"
"Bakugan: Battle Planet",2018,"Myeong-chan Park"
"Bakugan: Battle Planet",2018,"Kijun Lee"
"Bakugan: Battle Planet",2018,"Jiyeon Park"
"Terrorism Close Calls",2018,"Maria Berry"
"The Writer",2019,"Rim Hana"
"Robot Trains",2017,"Cesia Cano"
"Robot Trains",2017,"Justin Marchert"
"Unrequited Love",2019,"Wanhui Liu"
"Scams",2019,"Yûki Hara"
"Scams",2019,"Daisuke Suzuki"
"Scams",2019,"Jun Tsugita"
"Eugenie Nights - ليالي أوجيني",2018,"Engi Al-Qasem"
"Tiny Creatures",2020,"Gemma Brandt"
"Tiny Creatures",2020,"Jonathan Jones"
"A Taiwanese Tale of Two Cities",2018,"Ling-Hui Chen"
"A Taiwanese Tale of Two Cities",2018,"Nancy Chen"
"A Taiwanese Tale of Two Cities",2018,"Chih-Chi Fan"
"Tango",2018,"Iyad Abou Al Shamat"
"Standup and Away! with Brian Regan",2018,"Mason Steinberg"
"Black Crows",2018,"Linn Fares"
"Green Door",2019,"Lingo Hsieh"
"Green Door",2019,"Wan-Ting Huang"
"Green Door",2019,"Ting-yu Lee"
"Valentino",2020,"Ayman Bahgat Kamar"
"I Hear You",2019,"Shi Xiao Zha"
"Littlest Pet Shop: A World of Our Own",2018,"Steve Aranguren"
"Littlest Pet Shop: A World of Our Own",2018,"Jordana Arkin"
"Littlest Pet Shop: A World of Our Own",2018,"Nina G. Bargiel"
"Spy Kids: Mission Critical",2018,"Robert Rodriguez"
"Spy Kids: Mission Critical",2018,"John Tellegen"
"La Línea: Shadow of Narco",2020,"Darío García García"
"Dino Girl Gauko",2019,"Akira Shigino"
"Dino Girl Gauko",2019,"Hikaru Kurozumi"
"Hasmukh",2020,"Nikkhil Advani"
"Hasmukh",2020,"Vir Das"
"Hasmukh",2020,"Nikhil Gonsalves"
"Here to Heart",2018,"Mimi Hsieh"
"Here to Heart",2018,"Luyan Xu"
"Here to Heart",2018,"Weina Zhao"
"Chosen",2018,"Niki Aken"
"Chosen",2018,"John Ridley"
"Chosen",2018,"Adam Todd"
"Ask the Doctor",2017,"Ray Matsen"
"Robocar Poli",2011,"Jeffrey Hylton"
"Rainbow Ruby",2016,"Noelle Wright"
"Rainbow Ruby",2016,"Dan Wicksman"
"Justin Time",2011,"Brandon James Scott"
"Fugitiva",2018,"Luis Caballero"
"Sing On!",2020,"Stuart Shawcross"
"Flinch",2019,"Jake Lambert"
"Flinch",2019,"Steve Parry"
"Larva",2011,"Byeong-Wook Anh"
"Larva",2011,"Man-Joong Lee"
"Larva",2011,"Yoon-Hyeong Park"
"Akbar Birbal",2014,"Rakesh Baranwal"
"Akbar Birbal",2014,"Shakeel Shafi Mohammed"
"StoryBots Super Songs",2016,"Jeff Gill"
"StoryBots Super Songs",2016,"Nate Theis"
"Mighty Little Bheem: Kite Festival",2021,"Rajiv Chilaka"
"Breakout",2010,"Eng Tee Ang"
"Tijuana",2019,"Iván Cuevas"
"Tijuana",2019,"Zayre Ferrer"
"Tijuana",2019,"Rodrigo Ordoñez"
"The Jungle Book",2010,"Jill Brett"
"The Jungle Book",2010,"David Fox"
"The Jungle Book",2010,"Darren Jones"
"My Dear Boy",2017,"Mag Hsu"
"My Dear Boy",2017,"Wan-Jung Lee"
"My Dear Boy",2017,"Chun-Yu Wu"
"Rhyme Time Town Singalongs",2020,"Andrew Emerson"
"Transformers: Rescue Bots Academy",2019,"Fionn Boland"
"Noddy, Toyland Detective",2016,"Myles McLeod"
"Ricky Zoom",2019,"Ashley Mendoza"
"Ricky Zoom",2019,"Alexander Bar"
"Ricky Zoom",2019,"Diana Moore"
"Popples",1986,"Bob Logan"
"Popples",1986,"Eleanor Burian-Mohr"
"Popples",1986,"George Edwards"
"Chico Bon Bon: Monkey with a Tool Belt",2020,"Morgan Von Ancken"
"Chico Bon Bon: Monkey with a Tool Belt",2020,"Bob Boyle"
"Inborn Pair",2011,"Yu-Chung Chang"
"Inborn Pair",2011,"Ying-Min Cheng"
"Inborn Pair",2011,"Weikang Chou"
"Wrong Kind of Black",2018,"Nick Musgrove"
"Wrong Kind of Black",2018,"Boori Monty Pryor"
"Pinky Malinky",2019,"Rikke Asbjoern"
"Pinky Malinky",2019,"Chris Garbutt"
"The Crime",2015,"Doug Rollins"
"Yanxi Palace: Princess Adventures",2019,"Mo Zhou"
"Care Bears and Cousins",2015,"Chara Campanella"
"Care Bears and Cousins",2015,"Linda Edwards"
"Care Bears and Cousins",2015,"Muriel Fahrion"
"Graceful Friends",2020,"Kim Kyung-Sun"
"Graceful Friends",2020,"Park Hyo Yeon"
"Spark",2016,"Moon Ji Young"
"The Miracle",2016,"Mahsun Kirmizigül"
"Life Plan A and B",2017,"Mag Hsu"
"Empire Games",2018,"Robert Kirk"
"Empire Games",2018,"Abe Scheurermann"
"Kong: King of the Apes",2016,"Andy Briggs"
"Kong: King of the Apes",2016,"Marcy Brown"
"Kong: King of the Apes",2016,"Sean Catherine Derek"
"Word Party",2016,"Michael Foulke"
"Word Party",2016,"Alex Rockwell"
"Power Players",2019,"Julia Edelman"
"Power Players",2019,"Tanner Marchisello"
"Power Players",2019,"Sean Aitchison"
"Legend of Chu and Han",2012,"Hailin Wang"
"Legend of Chu and Han",2012,"Peigong Wang"
"Love Family",2013,"Yi-Hsuan Chen"
"Love Family",2013,"Pei-Yu Lin"
"Love Family",2013,"Ying-Min Cheng"
"When I See You Again",2015,"Hsin-Yi Tu"
"When I See You Again",2015,"Yu-Chi Wang"
"Richie Rich",2015,"Jeff Hodsden"
"Bookmarks: Celebrating Black Voices",2020,"Fracaswell Hyman"
"Fifty",2017,"Ben Johnson Jr."
"Pacto de Sangue",2018,"Lucas Vivo García Lagos"
"Pacto de Sangue",2018,"Patricio Vega"
"Pablo",2017,"Grainne McGuinness"
"Pablo",2017,"Andrew Brenner"
"The Land of Hypocrisy",2018,"Youssef El Sebai"
"Meet the Adebanjos",2012,"Debra Odutuyo"
"Meet the Adebanjos",2012,"Andrew Osayemi"
"Meet the Adebanjos",2012,"Jessica Golding"
"All About Love",2010,"Yee Shan Yeung"
"Murphy's Law of Love",2015,"Jie-Ying Chen"
"Murphy's Law of Love",2015,"Pei-Wen Chen"
"Murphy's Law of Love",2015,"Yi-Te Fang"
"A Thousand Goodnights",2019,"Fang-Ying Chang"
"A Thousand Goodnights",2019,"Jui-Ling Chang"
"A Thousand Goodnights",2019,"Liang-Hsuan Chen"
"Secreto bien guardado",2019,"Silvina Frejdkes"
"The Unremarkable Juanquini",2020,"Dago García"
"Felipe Esparza: Bad Decisions",2020,"Felipe Esparza"
"Buddi",2020,"Jason Jameson"
"Buddi",2020,"Paul Laikin"
"Edha",2018,"Daniel Burman"
"Edha",2018,"Virginia Martinez"
"Edha",2018,"Tomás Sala"
"Daughters of Destiny",2017,"Vanessa Roth"
"The Degenerates",2018,"Nikki Glaser"
"The Degenerates",2018,"Patricia Williams"
"Heidi, bienvenida a casa",2017,"Marcela Citterio"
"Heidi, bienvenida a casa",2017,"Johanna Spyri"
"Heidi, bienvenida a casa",2017,"Santiago Talledo"
"Country Ever After",2020,"Davis Allsop"
"Country Ever After",2020,"Austin Micciche"
"Chip and Potato",2018,"Catherine Williams"
"Chip and Potato",2018,"Denise Cassar"
"Lion Pride",2017,"Ying Zhu"
"YG Future Strategy Office",2018,"Seok-min Kim"
"Diamond Lover",2015,"Jie Li"
"Kid-E-Cats",2017,"Jeffrey Hylton"
"Kid-E-Cats",2017,"Andrey Sikorsky"
"Kid-E-Cats",2017,"Dmitriy Vysotskiy"
"21 Again",2019,"David Reilly"
"Monkey Twins",2018,"Nontakorn Taweesuk"
"Love Around",2013,"Han-Wen Cheng"
"Love Around",2013,"Ying-Min Cheng"
"Love Around",2013,"Hsuan-Ying Huang"
"Sing On! Spain",2020,"Victoria Ashbourne"
"Sing On! Spain",2020,"Inma García"
"Sing On! Spain",2020,"Stuart Shawcross"
"Sammy & Co",2014,"Thomas Badoureaux"
"Sammy & Co",2014,"Matthieu Choquet"
"Sammy & Co",2014,"Sandrine Joly"
"YooHoo to the Rescue",2019,"Jimin Ahn"
"YooHoo to the Rescue",2019,"Hye-Jung Jang"
"Ladies Up",2020,"Supriya Joshi"
"Ladies Up",2020,"Niveditha Prakasam"
"Ladies Up",2020,"Prashasti Singh"
"Kulipari: An Army of Frogs",2016,"Joel Naftali"
"Luo Bao Bei",2018,"Chen Chen"
"Luo Bao Bei",2018,"Alex Chien"
"Entangled",2014,"Donku Lee"
"Frank Elstner: Just One Last Question",2019,"Frank Elstner"
"KO One",2005,"Hsi-lin Chi"
"Oh Yuck!",2017,"Robin Stein"
"Oh Yuck!",2017,"Willem Wennekers"
"Oh Yuck!",2017,"Craig Behenna"
"Bhaag Beanie Bhaag",2020,"Nisha Kalra"
"Bhaag Beanie Bhaag",2020,"Ravi Patel"
"Bhaag Beanie Bhaag",2020,"Neel Shah"
"Morphle",2019,"Merel Hamers"
"Tian Bao Fuyao Lu",2020,"Shen Leping"
"Sakho & Mangane",2019,"Jean Luc Herbulot"
"Sakho & Mangane",2019,"Samantha Biffot"
"Sakho & Mangane",2019,"Guy Foumane"
"Crazy, Lovely, Cool",2018,"Obi Emelonye"
"Crazy, Lovely, Cool",2018,"Marie Lora-Mungai"
"Crazy, Lovely, Cool",2018,"Kemi Adesoye"
"The Ultimatum",2009,"Feng-Zhu"
"The Ultimatum",2009,"Feng Yun Lie"
"The Ultimatum",2009,"Gim Lan Lim"
"Llama Llama",2018,"Noelle Wright"
"Part-Time Idol",2017,"Yong-jin Ahn"
"Part-Time Idol",2017,"Kyung-Yoon Kwak"
"Love Cheque Charge",2014,"Ying-Min Cheng"
"The Sound of Your Heart: Reboot",2018,"Steven Qi"
"Ponysitters Club",2018,"Elizabeth Turner"
"The Truth Seekers",2016,"Chee Chuan Ang"
"The Truth Seekers",2016,"Yan Peng Cheong"
"Before 30",2015,"Bodunrin Sasore"
"Bottersnikes & Gumbles",2016,"Tim Bain"
"Bottersnikes & Gumbles",2016,"Matt Baker"
"Bottersnikes & Gumbles",2016,"Matthew Baker"
"On the Real",2016,"Tamara Aihie"
"True: Terrific Tales",2020,"Diana Moore"
"My MVP Valentine",2002,"Tsai Juan Lo"
"My MVP Valentine",2002,"Feng-Ying Yeh"
"Shopkins",2014,"Matthew James Kinmonth"
"Shopkins",2014,"Ross Hastings"
"Sing On! Germany",2020,"Victoria Ashbourne"
"Sing On! Germany",2020,"Lukas Lohmer"
"Sing On! Germany",2020,"Stuart Shawcross"
"Luna Petunia",2016,"Scott Gray"
"Luna Petunia",2016,"Bradley Zweig"
"Luna Petunia",2016,"Eric Shaw"
"Iron Ladies",2018,"Erica Chang"
"Iron Ladies",2018,"Shih-Wei Kuo"
"Iron Ladies",2018,"Wen-Hsi Lan"
"Edge of the Universe",2002,"Nigel Henbest"
"Edge of the Universe",2002,"Toby Macdonald"
"Edge of the Universe",2002,"Susannah Ward"
"The Dream Job",2016,"Yan Peng Cheong"
"The Dream Job",2016,"Cynthia Chong"
"The Dream Job",2016,"Gim Lan Lim"
"Treehouse Detectives",2018,"Sarah Eisenberg"
"Treehouse Detectives",2018,"David Skelly"
"Treehouse Detectives",2018,"Jennifer Skelly"
"Jojo's World",2017,"Shih-Yi Chiu"
"Jojo's World",2017,"Sima15@"
"Jojo's World",2017,"Pei-hua Wang"
"Borges Importadora",2018,"Gabriel Esteves"
"Borges Importadora",2018,"Ian Sbf"
"Borges Importadora",2018,"Gabriel Totoro"
"Against the Tide",2014,"Yen Chie Lee"
"Against the Tide",2014,"Kai Yee Phang"
"Robozuna",2018,"Ed Bignell"
"Robozuna",2018,"Hanah Lee Cook"
"Robozuna",2018,"Eric Lewald"
"Yours Fatefully",2012,"Chee Chuan Ang"
"Yours Fatefully",2012,"Kah Huay Ng"
"Yours Fatefully",2012,"Kwee Lan Liew"
"Lucky Days",2010,"Chiu-Ju Chen"
"Lucky Days",2010,"Ping-chi Chou"
"Lucky Days",2010,"Ping-Hsun Hsieh"
"Be with You",2015,"Kai-Chu Chen"
"Be with You",2015,"Hui-Ting Shao"
"Be with You",2015,"Han-Wen Cheng"
"La Grande Chaumière Violette",2016,"Miao-hui Kao"
"La Grande Chaumière Violette",2016,"Chia-Hui Lin"
"La Grande Chaumière Violette",2016,"Yu-Chun Liu"
"The Year of Happiness and Love",2009,"Jerry Sun"
"Chhota Bheem",2008,"Rajiv Chilaka"
"Chhota Bheem",2008,"Richa Deo"
"Chhota Bheem",2008,"Seeta"
"Lugar de Mulher",2019,"Fernanda Leite"
"Game Winning Hit",2009,"Garance Li-Wen Wang"
"Game Winning Hit",2009,"Kuo-Kuang Wang"
"Trailer Park Boys: Out of the Park: USA",2017,"Mike Smith"
"Trailer Park Boys: Out of the Park: USA",2017,"John Paul Tremblay"
"Trailer Park Boys: Out of the Park: USA",2017,"Robb Wells"
"Futmalls.com",2020,"Pei-Wen Chen"
"Futmalls.com",2020,"Chao-Ling Hsu"
